id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w,Weekly_Avg_Video_Game_Hours,Weekly_Avg_Exercise_Hours
60215149,6,California,CA,Alameda County,La Canada,Alameda city,Track,Track,91011,818,7437290,8369,34.1929284,-118.1988009,163404,300000,81797,99.9255946580865,0.3,4.4
60215159,6,California,CA,Alameda County,Altadena,Alameda city,Track,Track,91001,626,1832742,188,34.1870169,-118.1608413,60197,46138,43589,333.953661288779,3.2,4.4
60215169,6,California,CA,Alameda County,Altadena,Alameda city,Track,Track,91001,626,2457595,0,34.1809681,-118.1154324,102164,300000,70310,251.389503109639,0.9,4.1
60215179,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91103,626,1004066,0,34.174165,-118.1372082,55463,44804,46595,270.285300376144,5.2,4.1
60215189,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91103,626,2184326,23766,34.1583127,-118.1655566,144110,300000,78697,67.3945764736991,0.2,4.7
6021519,6,California,CA,Alameda County,North Hollywood,Alameda city,Track,Track,91602,818,491489,33975,34.1442858,-118.3727317,89423,69354,71511,591.327917322499,2.0,4.4
60215199,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91104,626,511535,0,34.1633406,-118.1483611,47208,300000,59419,121.032388613742,9.7,3.2
60215209,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91106,626,632478,0,34.1549625,-118.1270033,50706,35231,41165,564.275263176767,6.7,2.7
60215219,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91104,626,1305486,10596,34.1651965,-118.1262387,69158,34294,71275,311.919818630241,5.0,3.7
60215229,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91106,626,1675553,0,34.1519263,-118.1144873,82311,56662,65478,285.91455546002,3.2,3.9
60215239,6,California,CA,Alameda County,Arcadia,Alameda city,Track,Track,91007,626,1135461,1613,34.1401862,-118.0699478,76983,65794,61276,332.785912350233,3.7,3.8
60215249,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91107,626,1928715,3083,34.1413741,-118.1123757,104235,300000,66069,208.549555651944,0.2,4.5
60215259,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91101,626,927588,0,34.1408046,-118.1458929,63497,49259,55077,422.540723061974,1.8,4.2
60215269,6,California,CA,Alameda County,Pasadena,Alameda city,Track,Track,91106,626,1873331,8648,34.1292208,-118.156538,111423,99540,77005,162.318725407929,0.3,4.3
60215279,6,California,CA,Alameda County,San Marino,Alameda city,Track,Track,91108,626,6266421,6273,34.1202462,-118.1222337,178029,204164,78730,33.8605012360494,0.4,4.2
60215289,6,California,CA,Alameda County,San Marino,Alameda city,Track,Track,91108,626,3490760,11524,34.1273015,-118.0983767,135171,138135,89088,167.154170605343,0.9,4.2
6021529,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90041,323,1250036,0,34.1297233,-118.2097406,82351,66987,60704,515.637215916031,4.7,4.2
60215299,6,California,CA,Alameda County,Temple City,Alameda city,Track,Track,91780,626,1136820,0,34.1092,-118.0734465,88584,77759,67457,274.950279858233,4.4,3.8
60215309,6,California,CA,Alameda County,San Gabriel,Alameda city,Track,Track,91775,626,1517325,0,34.1089102,-118.0972871,127983,300000,65760,78.1592854772201,0.4,4.3
60215319,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91801,626,1285544,0,34.1039997,-118.1321698,121801,104023,86965,130.924087794266,0.5,4.3
60215329,6,California,CA,Alameda County,South Pasadena,Alameda city,Track,Track,91030,626,2329350,30197,34.1193401,-118.1551292,74402,55405,58793,754.536319984113,4.8,4.0
60215339,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91803,626,1713241,0,34.0820627,-118.1526495,78622,58614,56089,110.161435079993,1.3,4.4
60215349,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91803,626,521034,0,34.0802793,-118.1390208,50396,35287,43992,720.818015946952,7.3,2.6
60215359,6,California,CA,Alameda County,San Gabriel,Alameda city,Track,Track,91776,626,882649,0,34.099157,-118.1069461,57232,47607,42083,462.917598716727,9.2,3.6
60215369,6,California,CA,Alameda County,Temple City,Alameda city,Track,Track,91780,626,1032163,0,34.0976173,-118.0712085,68897,51682,65138,292.484964545278,3.6,4.4
60215379,6,California,CA,Alameda County,San Gabriel,Alameda city,Track,Track,91776,626,1834670,0,34.0830571,-118.0929535,100529,300000,74823,102.093801682792,0.8,4.1
60215389,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91803,626,655706,0,34.0841555,-118.1201868,59150,43209,46899,626.305775265104,9.0,3.0
6021539,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90042,323,500438,0,34.1154022,-118.2030827,72313,61824,52717,396.544892441295,1.4,4.2
60215399,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91801,626,447340,0,34.0661708,-118.1198426,43475,26911,45177,478.71534952596,9.9,2.9
60215409,6,California,CA,Alameda County,Alhambra,Alameda city,Track,Track,91803,626,822045,0,34.0653167,-118.1407539,96812,82543,58097,94.6933628082206,0.2,4.5
60215419,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91754,626,2488395,0,34.0488369,-118.1482676,83332,60854,66733,320.515926745964,4.5,3.4
60215429,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91755,626,646868,0,34.0589573,-118.1124273,44073,27978,50932,297.819921284122,7.1,3.3
60215439,6,California,CA,Alameda County,Rosemead,Alameda city,Track,Track,91770,626,983166,0,34.0691099,-118.098744,51982,42382,40576,383.983388099881,7.6,3.9
60215449,6,California,CA,Alameda County,Rosemead,Alameda city,Track,Track,91770,626,729678,0,34.0586251,-118.0948587,60281,47483,43196,274.491751584316,1.4,4.1
60215459,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91755,626,2714117,130228,34.0472694,-118.1133924,75263,68041,52456,257.553269721193,2.2,4.5
60215469,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91755,323,3165454,0,34.0369447,-118.1149064,81273,70660,54701,361.983772941564,2.1,4.3
60215479,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90605,562,6337484,19754,33.9613945,-117.9940889,153156,300000,78923,86.3940349589806,0.3,4.0
60215489,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,1192852,0,34.0139543,-118.0739967,75490,73063,43795,245.586781092189,1.5,4.4
6021549,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90017,323,548004,0,34.1001272,-118.2316884,51713,43580,42272,617.539292950191,5.9,3.7
60215499,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,2596024,652906,34.0000986,-118.0983071,94645,86962,45351,103.022399114239,0.1,4.4
60215509,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,1415986,0,33.9934787,-118.0803987,54261,40316,37599,414.918263287396,5.0,3.9
60215519,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90601,562,1417554,0,33.998845,-118.0628302,88766,78658,62006,436.238228834696,2.4,4.3
60215529,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90601,562,1068199,0,33.9819774,-118.0474017,76059,66975,54021,167.323993125261,2.2,4.4
60215539,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90602,562,9775485,10502,33.9760214,-118.008555,70285,48157,55732,460.321124323461,4.0,4.3
60215549,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90602,562,775421,0,33.9679116,-118.0292523,67749,61619,48983,238.617874875095,2.7,4.3
60215559,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90602,562,643593,0,33.9631765,-118.0393768,61228,46584,41443,268.655235131764,5.0,3.5
60215569,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90606,562,1750402,11542,33.9775294,-118.0729448,73814,58849,55841,173.892121809094,4.8,3.8
60215579,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,942499,0,33.976375,-118.0968738,65983,65439,48417,197.688600993351,1.8,4.9
60215589,6,California,CA,Alameda County,Pico Rivera,Alameda city,Track,Track,90660,562,1767977,165427,33.9594036,-118.0944003,71310,60145,51452,236.654790640333,1.0,4.5
6021559,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90065,323,961479,0,34.1174816,-118.2455078,46214,30485,46555,719.211150187913,5.3,4.4
60215599,6,California,CA,Alameda County,Santa Fe Springs,Alameda city,Track,Track,90670,562,6982971,0,33.9548068,-118.0716366,76128,60661,43733,188.923054576238,2.0,4.6
60215609,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90605,562,1247226,0,33.9459765,-118.0409409,66582,57448,44062,205.786367127021,2.5,4.2
60215619,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90605,562,1085703,3536,33.9281744,-118.0407064,69604,66345,36775,100.960952884073,2.0,4.3
60215629,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90604,562,1344849,0,33.9324918,-118.0266537,68760,62108,59694,117.794407719767,3.3,4.1
60215639,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90604,562,1545869,0,33.9416417,-118.0213686,61829,46629,55131,257.089417429116,2.3,3.8
60215649,6,California,CA,Alameda County,Whittier,Alameda city,Track,Track,90604,562,1545998,0,33.9330431,-118.013351,68039,59540,43409,390.575846973043,3.6,4.1
60215659,6,California,CA,Alameda County,La Mirada,Alameda city,Track,Track,90638,562,3278343,19960,33.9113984,-117.9989996,116058,96936,79934,312.279624640521,0.5,4.7
60215669,6,California,CA,Alameda County,La Mirada,Alameda city,Track,Track,90638,714,1280461,0,33.8962805,-117.9932313,94408,300000,45554,76.5599280833657,0.3,4.3
60215679,6,California,CA,Alameda County,La Mirada,Alameda city,Track,Track,90638,714,5251504,17325,33.8844479,-118.0185593,77654,66595,48563,215.389271956538,4.0,4.1
60215689,6,California,CA,Alameda County,La Mirada,Alameda city,Track,Track,90638,562,1218583,0,33.9099095,-118.033316,81672,77962,49910,158.589052618011,1.8,4.5
6021569,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90039,323,905660,17207,34.1207814,-118.2647639,87637,300000,54816,623.201041541836,4.6,3.7
60215699,6,California,CA,Alameda County,Montebello,Alameda city,Track,Track,90640,323,659020,1580,34.020019,-118.1126395,64591,49628,52342,244.190710506755,4.6,3.8
60215709,6,California,CA,Alameda County,Monterey Park,Alameda city,Track,Track,91754,323,1798176,3427,34.0298138,-118.1344535,82892,300000,54339,261.354412001417,4.3,3.7
60215719,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90022,323,855876,0,34.0278115,-118.1479458,47462,44387,24598,238.623674749741,7.9,3.2
60215729,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90063,323,672831,0,34.0527222,-118.1715837,61626,55034,46070,214.519481811453,1.3,4.0
60215739,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90063,323,444141,0,34.0432749,-118.1886037,74068,55300,59200,175.86057968589,1.4,4.1
60215749,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90063,323,498376,0,34.0368402,-118.1815816,42788,27904,37757,432.550161736468,8.7,3.8
60215759,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90023,323,883751,0,34.016901,-118.182724,31064,19354,30982,258.994301920674,7.7,3.2
60215769,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90022,323,1162716,0,34.0294081,-118.1747448,46478,300000,33329,278.428851919124,8.5,3.4
60215779,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90022,323,637121,0,34.0216887,-118.1520851,55025,33183,51979,518.352305777166,9.5,3.1
60215789,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90022,323,770898,0,34.0132489,-118.1423382,43363,35747,33103,274.092055824921,7.0,3.9
6021579,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90068,323,1458586,0,34.1124928,-118.3410239,97988,77531,81444,568.760842875521,0.8,4.7
60215799,6,California,CA,Alameda County,Montebello,Alameda city,Track,Track,90640,323,1383490,52595,34.0048535,-118.1062505,43919,35154,35105,454.821874753586,8.2,3.7
60215809,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90242,323,3299173,441,34.0096885,-118.1751711,56499,42650,46492,116.162055574358,7.8,3.6
60215819,6,California,CA,Alameda County,Oakland,Alameda city,Track,Track,94606,323,1014111,4649,33.9899239,-118.2209803,64016,300000,50034,269.391413701034,2.9,4.1
60215829,6,California,CA,Alameda County,Huntington Park,Alameda city,Track,Track,90255,323,278787,0,33.9832062,-118.2208725,35969,27107,25779,498.327462025737,9.0,2.9
60215839,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90001,323,477673,0,33.9802221,-118.24555,36918,29724,29203,527.255012467076,9.3,3.8
60215849,6,California,CA,Alameda County,Huntington Park,Alameda city,Track,Track,90255,323,299590,0,33.9788203,-118.2170425,31062,28016,20202,235.33027992275,5.6,3.6
60215859,6,California,CA,Alameda County,Maywood,Alameda city,Track,Track,90270,323,346625,0,33.9927923,-118.2024051,28800,21049,26824,282.191027463556,11.9,3.1
60215869,6,California,CA,Alameda County,Huntington Park,Alameda city,Track,Track,90255,323,422242,0,33.9854565,-118.200577,48169,41161,26834,277.127585019169,9.3,3.6
60215879,6,California,CA,Alameda County,Bell,Alameda city,Track,Track,90201,323,701194,0,33.9771928,-118.1965167,52302,56738,34829,187.289699369926,9.1,3.1
60215889,6,California,CA,Alameda County,Bell,Alameda city,Track,Track,90201,323,783172,0,33.9747696,-118.1839766,42270,36058,29881,270.625428376125,9.6,3.5
6021589,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90027,323,166929,0,34.1035718,-118.3027866,47695,39833,42855,1256.84590040393,6.1,3.9
60215899,6,California,CA,Alameda County,Cudahy,Alameda city,Track,Track,90201,323,949588,280270,33.9675181,-118.1714087,45559,28871,37285,198.255850421567,5.3,4.3
602159,6,California,CA,Alameda County,Alameda,Alameda city,Track,Track,94501,510,582861,0,37.7778323,-122.2835979,57071,43007,50318,1165.27070887349,7.1,3.5
60215909,6,California,CA,Alameda County,Bell Gardens,Alameda city,Track,Track,90201,562,897694,0,33.9674778,-118.1399857,59808,54743,43731,372.148602964634,8.6,3.0
60215919,6,California,CA,Alameda County,Bell Gardens,Alameda city,Track,Track,90201,562,510041,0,33.9580353,-118.1672627,41304,31854,28718,351.659001931551,8.5,3.2
60215929,6,California,CA,Alameda County,Cudahy,Alameda city,Track,Track,90201,323,318230,0,33.9681673,-118.1971314,44711,35990,33186,555.81800797489,7.7,3.6
60215939,6,California,CA,Alameda County,Cudahy,Alameda city,Track,Track,90201,323,567717,2803,33.9653735,-118.2006924,54788,51633,33935,318.716310850556,5.4,3.8
60215949,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90001,323,1048160,0,33.9707698,-118.2367913,50277,34571,34756,109.559965840074,8.2,3.3
60215959,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90001,323,1133929,0,33.9644276,-118.2488118,47510,38295,39622,277.188755073285,7.7,2.9
60215969,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90002,323,865476,0,33.9512593,-118.2508919,49842,43419,45031,316.289164734359,7.0,3.7
60215979,6,California,CA,Alameda County,South Gate,Alameda city,Track,Track,90280,323,491743,0,33.961166,-118.2221109,46814,39699,41345,390.023017474807,8.8,3.9
60215989,6,California,CA,Alameda County,South Gate,Alameda city,Track,Track,90280,323,185793,0,33.9476557,-118.2252846,38531,28611,27982,389.591428191195,5.7,3.9
6021599,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90029,323,272751,0,34.0965841,-118.3049408,36029,22561,37658,893.507119267231,5.7,3.9
60215999,6,California,CA,Alameda County,South Gate,Alameda city,Track,Track,90280,323,974703,0,33.9542813,-118.2050283,35718,25033,32357,277.861761184442,8.3,3.6
60216009,6,California,CA,Alameda County,South Gate,Alameda city,Track,Track,90280,323,490834,0,33.9476027,-118.2033667,58381,39115,48367,461.052229831359,6.7,3.8
60216019,6,California,CA,Alameda County,Oakland,Alameda city,Track,Track,94606,323,1307093,0,33.9548717,-118.1918918,49800,42948,32616,513.715363582004,7.9,3.7
60216029,6,California,CA,Alameda County,South Gate,Alameda city,Track,Track,90280,323,1963265,0,33.9448778,-118.1782284,94971,300000,62748,34.9640280708004,0.4,4.5
60216039,6,California,CA,Alameda County,Lynwood,Alameda city,Track,Track,90262,310,1254586,0,33.931052,-118.1901733,42656,41431,27962,218.06119912629,6.7,3.6
60216049,6,California,CA,Alameda County,Lynwood,Alameda city,Track,Track,90262,310,756104,0,33.9338474,-118.2061463,34372,27652,25452,406.949101602826,8.0,3.2
60216059,6,California,CA,Alameda County,Lynwood,Alameda city,Track,Track,90262,310,1531882,0,33.9335726,-118.2196227,42773,35478,30585,365.916575163274,5.2,3.8
60216069,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90222,310,937161,0,33.9243583,-118.2341162,38523,28460,36637,605.814814700276,5.2,3.9
60216079,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90061,323,1163425,331,33.9194635,-118.2717325,51540,44268,33811,185.591443663733,7.8,3.4
60216089,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90220,310,1244462,0,33.8984704,-118.2607508,69382,59426,48566,174.524353451048,2.4,4.3
6021609,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90029,323,417925,0,34.0863852,-118.3059567,49692,33344,47702,1077.12924828178,8.5,3.5
60216099,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90222,310,1339957,15006,33.911833,-118.2410907,48052,47651,29070,303.686361922866,9.7,3.5
60216109,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90047,310,811094,0,33.9148293,-118.2270116,69606,64060,51440,108.990843764278,1.2,4.6
60216119,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90221,310,340899,0,33.8997715,-118.218295,49604,41486,36258,253.226633485849,7.2,3.6
60216129,6,California,CA,Alameda County,Lynwood,Alameda city,Track,Track,90262,310,714941,0,33.9118044,-118.1946754,48534,40966,32930,283.158136792225,8.1,3.0
60216139,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90221,310,571330,0,33.9012219,-118.196493,49503,34641,43258,195.123998521938,6.1,3.6
60216149,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90221,310,1328440,55915,33.8868935,-118.1971508,48295,40051,37288,355.353185425238,5.5,3.8
60216159,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90220,310,577486,7732,33.8905809,-118.2354568,48508,42668,39330,448.346004518685,8.9,2.7
60216169,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90227,310,872253,0,33.8996115,-118.2262997,51253,44426,39675,492.381502491399,9.0,3.7
60216179,6,California,CA,Alameda County,Compton,Alameda city,Track,Track,90220,310,807163,0,33.8918787,-118.2453652,52191,39144,40773,278.592022116483,5.2,3.9
60216189,6,California,CA,Alameda County,Carson,Alameda city,Track,Track,90746,310,2885933,0,33.881033,-118.2539533,54426,48895,41206,239.054253823089,6.8,3.7
6021619,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90038,323,879494,0,34.079743,-118.3284923,114247,96920,78852,573.754702484322,0.9,4.7
60216199,6,California,CA,Alameda County,Carson,Alameda city,Track,Track,90746,310,1610159,0,33.8522481,-118.2413562,89158,78319,66952,182.890763804047,4.7,3.7
60216209,6,California,CA,Alameda County,Carson,Alameda city,Track,Track,90747,310,4880852,0,33.8656664,-118.25076,77615,66090,53106,418.346016483197,2.5,4.3
60216219,6,California,CA,Alameda County,Torrance,Alameda city,Track,Track,90502,310,2660821,6246,33.8387785,-118.2825106,80564,78265,61306,226.917605886155,3.1,4.1
60216229,6,California,CA,Alameda County,Torrance,Alameda city,Track,Track,90502,310,1626374,0,33.8177518,-118.2928457,97049,91160,53167,277.0762632507,0.0,4.4
60216239,6,California,CA,Alameda County,Carson,Alameda city,Track,Track,90745,310,1315476,0,33.8135657,-118.2696681,73556,57020,58825,125.023020975269,2.7,4.0
60216249,6,California,CA,Alameda County,Carson,Alameda city,Track,Track,90745,310,1355929,0,33.8293509,-118.2697206,68450,55990,62885,446.279255533599,1.9,4.6
60216259,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90810,310,1603847,0,33.830434,-118.2159632,92074,94556,45388,68.6935839119201,0.6,4.3
60216269,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,533403,0,33.9278762,-118.0841626,79170,300000,46580,196.621995253201,4.1,4.2
60216279,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,2462849,72960,33.9268098,-118.1013373,63796,50701,35292,305.854994147306,1.8,3.8
60216289,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90240,562,2572802,111791,33.9502684,-118.1063383,125282,300000,78348,95.6270994334835,0.3,4.7
6021629,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90046,323,2603215,0,34.1035086,-118.3749964,135976,114519,85999,544.82182932035,0.7,4.6
60216299,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90240,562,2158538,69068,33.9642238,-118.1314443,98614,300000,49706,142.821855976132,0.7,4.4
60216309,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90241,562,2860225,39165,33.95127,-118.1433556,63954,53192,41428,268.856183942797,2.9,4.1
60216319,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90241,562,2357513,94117,33.9374454,-118.112141,82239,300000,43501,142.1913954762,4.7,4.0
60216329,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90242,562,1641502,43620,33.9259214,-118.1206401,37345,30689,30217,492.841311835635,7.8,4.1
60216339,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90242,562,731877,0,33.9440174,-118.156034,67157,51622,55893,455.482674670878,1.6,3.9
60216349,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90242,562,912886,0,33.9255374,-118.1619504,0,0,0,0.0,16.7,2.2
60216359,6,California,CA,Alameda County,Downey,Alameda city,Track,Track,90242,562,2200112,28087,33.9131473,-118.1275755,86418,79207,34826,90.3889128065911,3.0,3.9
60216369,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,706344,283,33.9131184,-118.0876278,68924,59196,48416,306.053100614935,2.8,4.1
60216379,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,1688956,980,33.9087246,-118.07318,53622,55721,26145,233.48848031803,6.0,3.7
60216389,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,711380,0,33.8913016,-118.0776264,53705,53917,30330,141.861272155398,6.1,3.6
6021639,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90026,213,1215210,0,34.0881865,-118.2646124,81774,61534,66509,1118.63015396759,2.4,4.2
60216399,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,1375435,0,33.8985899,-118.0732039,79665,82900,40150,111.959265927049,3.6,3.8
60216409,6,California,CA,Alameda County,Norwalk,Alameda city,Track,Track,90650,562,1309994,0,33.8912102,-118.0911533,63042,300000,45015,211.590729441628,2.4,4.4
60216419,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,1860204,62560,33.9049648,-118.1205611,86014,300000,51952,104.49477507382,1.7,3.8
60216429,6,California,CA,Alameda County,Paramount,Alameda city,Track,Track,90723,562,733209,0,33.9082352,-118.1471817,69649,57925,54790,197.954885920936,3.7,4.2
60216439,6,California,CA,Alameda County,Paramount,Alameda city,Track,Track,90723,562,603490,0,33.9089742,-118.1644286,56432,44772,44179,655.508945247841,7.6,3.4
60216449,6,California,CA,Alameda County,Paramount,Alameda city,Track,Track,90723,562,1740073,36396,33.8861963,-118.1719652,35587,16583,41613,467.450498926138,7.5,3.2
60216459,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,1082739,0,33.8990638,-118.1322329,67867,53944,48982,207.758285116225,4.6,4.0
60216469,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,364478,0,33.8931415,-118.1195565,64960,54441,44097,160.394135474306,2.4,3.8
60216479,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,659355,0,33.8847475,-118.128584,30810,30462,15872,235.662710967394,7.2,3.6
60216489,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,842582,0,33.873719,-118.1295305,48235,39338,40890,323.625560693886,5.8,3.4
6021649,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90031,323,744116,32985,34.0907632,-118.2343586,60908,48717,48908,777.176689008312,4.0,4.1
60216499,6,California,CA,Alameda County,Cerritos,Alameda city,Track,Track,90703,562,3833213,0,33.8767524,-118.0551677,106789,96089,69002,282.314136750194,0.0,4.3
60216509,6,California,CA,Alameda County,Cerritos,Alameda city,Track,Track,90703,562,1321062,0,33.8623389,-118.0548954,84872,83861,53402,263.382949793056,3.3,4.0
60216519,6,California,CA,Alameda County,Cerritos,Alameda city,Track,Track,90703,562,2153693,39478,33.8523009,-118.0931498,93048,81051,65255,271.087368058126,0.2,4.5
60216529,6,California,CA,Alameda County,Artesia,Alameda city,Track,Track,90701,562,1535369,0,33.8693945,-118.0806903,75344,61821,61215,290.885859499327,3.1,3.9
60216539,6,California,CA,Alameda County,Cerritos,Alameda city,Track,Track,90703,562,1262437,25934,33.8430305,-118.0882639,66847,51036,54924,314.120888859854,3.0,4.1
60216549,6,California,CA,Alameda County,Hawaiian Gardens,Alameda city,Track,Track,90716,562,1065760,36623,33.8200771,-118.0728449,115804,96094,80111,177.513532021996,0.2,4.1
60216559,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,777431,0,33.8646532,-118.1294697,91900,74458,70657,129.757524868952,1.0,4.5
60216569,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90805,562,1664712,0,33.8794113,-118.1785185,63240,52217,48936,174.81981344518,3.6,4.5
60216579,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90805,562,1159463,44355,33.8678186,-118.1916933,62118,48503,52620,299.457847940014,4.2,4.6
60216589,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90805,562,570677,0,33.8778668,-118.2044859,58208,35441,57105,175.560510554377,7.5,3.6
6021659,6,California,CA,Alameda County,Los Angeles,Alameda city,Track,Track,90031,213,395192,0,34.0762204,-118.211907,43407,33674,33233,854.995943142239,6.0,3.9
60216599,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90805,562,1997821,0,33.8674703,-118.166802,59646,300000,36202,353.890611455908,7.7,3.0
60216609,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90805,562,734714,0,33.8571712,-118.1623213,56499,61096,36315,318.016624023281,8.9,3.8
60216619,6,California,CA,Alameda County,Bellflower,Alameda city,Track,Track,90706,562,2392608,705,33.8533032,-118.1353409,84349,59951,63493,206.158578258272,4.7,4.1
60216629,6,California,CA,Alameda County,Lakewood,Alameda city,Track,Track,90713,562,1055804,0,33.8532314,-118.1210795,89235,75940,67928,128.025752350817,3.7,3.9
60216639,6,California,CA,Alameda County,Lakewood,Alameda city,Track,Track,90713,562,1323726,0,33.8432785,-118.1162992,113013,111634,67769,130.559170894331,0.8,4.7
60216649,6,California,CA,Alameda County,Long Beach,Alameda city,Track,Track,90808,562,2613753,0,33.8395918,-118.1336246,112915,300000,81184,135.725342793915,0.6,4.3
60216659,6,California,CA,Alameda County,Lakewood,Alameda city,Track,Track,90712,562,2150007,7783,33.8351031,-118.1600342,109386,99591,61244,118.390477625031,0.7,4.3
